name;type_line;color;cost_total;atk;def;efficiency;stats;draw;move;discard;negate;sacrifice;destroy;deal_damage;must_attack;summon_from_grave;mana_discount;scry;reveal_summon;reveal_draw;ramp;recycle;gain_life;sap;pump;mill;summon_token;trigger;legendary_debuff;impulsive;discard_opp;condition_mult;grant_keyword_mult;draw_conditional;aggressive;draw_topdeck;deal_damage_target;stealth;discard_self;deal_damage_minion_or_player;deal_damage_all_enemies;deal_damage_all_minions;discard_self_hand;deal_damage_opponent;always_sapped;protector
Flameborn Bear;Minion;red;4.0;4.0;3.0;0.5152187367727358;-0.324;0.0;1.2;0.0;0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;;;;;;;;;;;;;;;;;;
Flameborn Phoenix;Minion;red;5.0;5.0;4.0;0.11601999372536331;-0.33;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Flameborn Tiger;Minion;red;3.0;3.0;2.0;-0.6282308076266961;-0.313;0.0;1.2;;0;0.0;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;;;;;;;;;;;;;;;-3.5;;;
Flameborn Wolf;Minion;red;2.0;2.0;1.0;0.30478049326891404;-0.286;1.5;0.0;0.0;0;0.0;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Force in Exile;Minion;red;4.0;4.0;3.0;-0.022303136904537803;-0.324;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;0.9;;;;;;;;;;;;;;
Grim Mercenaries;Minion;red;3.0;2.0;3.0;0.12176919237330386;-0.313;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;;;;;;;;;;;;;;;;;;
Helios - Knight of the Rising Sun;Minion;red;10.0;6.0;6.0;-0.5876563770460185;-10.023;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.8;1.22;;;;;;;;;;;;;;;;
Hellgate;Spell;red;1.0;;;-0.49871476903690387;0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;2.253;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.5;;;
Highroller of the Abyss;Minion;red;5.0;3.0;4.0;-0.27522164966660895;-1.351;0.0;0.0;0.0;0;0.0;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Icarus Attack;Spell;red;1.0;;;-0.5;0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Infernity Archfiend;Minion;red;4.0;4.0;2.0;-0.03082629413434575;-0.671;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Kaelos, the Featherkin Harbinger;Minion;red;5.0;3.0;2.0;-0.32188231668234446;-3.114;0.0;1.2;;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.5;;;
Maul, Starhopper;Minion;red;5.0;5.0;5.0;0.024000000000000007;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;;;0.9;;;;;;;;;;;;;;
Overwhelming Power;Spell;red;1.0;;;12.000.000.000.000.000;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Paper Frog;Minion;red;2.0;1.0;2.0;-0.015676361360422903;-0.286;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;1.2;0.0;0.0;0.4;;;;;;;;;;;-1.5;;;;;;;
Radiant Banisher;Minion;red;3.0;2.0;2.0;-0.13997673008786451;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;0.9;;;;;;;;;;;;;;
Red Sunset;Spell;red;5.0;;;0.975;0.0;2.85;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Reinforcements of the Army;Spell;red;2.0;;;0.32000000000000006;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.8;;;;;;;;;;;;;;;;;
Scorching Sun;Spell;red;2.0;;;1.2;0.0;0.0;0.0;0.0;0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
See Red;Spell;red;1.0;;;-14.000.000.000.000.000;0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.5;;;
Siege;Spell;red;4.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Siege Titan;Minion;red;2.0;1.0;1.0;-0.1407062667968363;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;;;;;;;;;;;;;;;;;;
Spirit Armour;Spell;red;1.0;;;1.35;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Tiger Spirit Totem;Spell;red;2.0;;;-0.21666666666666679;0.0;2.85;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;-3.5;;;
Trishula, Threefold Sovereign;Minion;red;9.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;0.9;;;;;;;;;;;;;;
Upwind;Quest;red;3.0;;;0.22500000000000003;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.8;;;0.75;;;;;;;;;;;;;;
Valorous Commander;Minion;red;4.0;3.0;3.0;0.23557623992189822;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.4;0.4;;;;;;;;;;;;;;;;;;
Vessel of Forsaken Riches;Spell;red;0.0;;;1.35;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Vino, Blackfeather Ascendant;Minion;red;1.0;0.0;1.0;-0.09895501411793255;-0.247;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Visions from the Void;Spell;red;3.0;;;0.5359437912434101;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.644;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wildfire;Spell;red;2.0;;;0.6666666666666666;0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wolf Spirit Totem;Spell;red;2.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Zorc, Archfiend Overlord;Minion;red;6.0;4.0;5.0;-0.09270022975086648;-1.376;4.065;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.5;;;
