name;type_line;color;cost_total;atk;def;efficiency;stats;spell_card_cost;draw;move;discard;negate;sacrifice;destroy;deal_damage;must_attack;summon_from_grave;attach;mana_discount;scry;reveal_summon;reveal_draw;ramp;recycle;gain_life;sap;pump;mill;summon_token;trigger;change_attack;activated_cost;legendary_debuff;impulsive;discard_opp;condition_mult;grant_keyword_mult;draw_conditional;aggressive;draw_topdeck;deal_damage_target;stealth;discard_self;deal_damage_minion_or_player;deal_damage_all_enemies;deal_damage_all_minions;discard_self_hand;deal_damage_opponent;always_sapped;protector
Wild Scavenger;Minion;green;2.0;2.0;2.0;0.5666666666666667;0.0;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wilderness;Territory;green;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Winged Horror;Minion;green;3.0;3.0;3.0;0.26249999999999996;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;2.1;;;;;;;;;
Archfiend Lightning;Spell;red;2.0;;;0.3231049060186649;0.0;-0.0;0.0;0.0;0.0;0;0.0;1.8;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;;
B00M, Iron-Bone Doctor;Minion;red;7.0;7.0;7.0;0.51;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;0.3;0.0;0.0;0.8;;;;;;;;2.8;;;;;;;;;
Barrack;Territory;red;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Battlefield Instigator;Minion;red;1.0;0.0;2.0;0.55;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.6;0.0;0.0;0.5;0.0;0.0;;;;;;;;;;;;;;;;;;
Battlehardened Quartermaster;Minion;red;1.0;1.0;2.0;0.6749294037880016;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Bear Spirit Totem;Spell;red;2.0;;;0.16666666666666666;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Blackfeather Armormaster;Minion;red;6.0;4.0;5.0;0.09263946665880866;-1.46;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;1.5;0.0;;;;;;;1.2;;;;;;;;;;;
Blackfeather Striker;Minion;red;5.0;5.0;4.0;0.3416901987373328;-0.35;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.8;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;;;;;;;;;;;;;;;;;;
Blackfeather Vanguard;Minion;red;4.0;4.0;3.0;0.04501411924239969;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.8;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;;
Bleakfeather Gale;Minion;red;1.0;2.0;1.0;1.6249294037880015;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.9;0.0;0.0;2.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Bleakfeather Kalut;Minion;red;1.0;1.0;2.0;1.6249294037880015;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.9;0.0;0.0;2.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Cataclysm Core;Minion;red;2.0;0.0;3.0;0.2266854923231996;-0.35;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.5;0.3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.25;;;;0.5;;;;;;;;;;;;;0.8;
Chronicler of the Void;Minion;red;2.0;3.0;2.0;0.5628294145626641;0.35;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Crusader;Token;red;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Damned Necromancer;Minion;red;3.0;0.0;4.0;0.14139256507474615;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.736;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5;;;;0.5;;;;;;;;;;;;;0.8;
Devoid Trickster;Minion;red;1.0;2.0;1.0;0.1749294037880016;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Divine Smite;Spell;red;3.0;;;0.4;0.0;-0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Flameborn Bear;Minion;red;4.0;4.0;3.0;0.5100282384847994;-0.35;0.0;0.0;1.2;0.0;0;0.0;1.3;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;;;;;;;;;;;;;;;;;;
Flameborn Phoenix;Minion;red;5.0;5.0;4.0;0.4333521589898662;-0.35;0.0;0.0;3.6;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Flameborn Tiger;Minion;red;3.0;3.0;2.0;0.2375352981059992;-0.35;0.0;0.0;1.2;;0;0.0;-0.3;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;;;;;;;;;;;;;;;;;;
Flameborn Wolf;Minion;red;2.0;2.0;1.0;0.2833803974746656;-0.35;0.0;1.5;0.0;0.0;0;0.0;-0.3;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Force in Exile;Minion;red;4.0;4.0;3.0;-0.02697458536368057;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Grim Mercenaries;Minion;red;3.0;2.0;3.0;0.9125352981059992;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Helios - Knight of the Rising Sun;Minion;red;10.0;6.0;6.0;-0.640892740682382;-10.023;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;2.4;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.8;1.22;;;;;;;;;;;;;;;;
Hellgate;Spell;red;1.0;;;-0.10558221954481191;0.0;-0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;2.736;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.0;;;
Highroller of the Abyss;Minion;red;5.0;3.0;4.0;-0.2932671851928249;-1.46;0.0;0.0;0.0;0.0;0;0.0;-0.3;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Icarus Attack;Spell;red;1.0;;;-0.5;0.0;-0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Infernity Archfiend;Minion;red;4.0;4.0;2.0;-0.057981384070291596;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Kaelos, the Featherkin Harbinger;Minion;red;5.0;3.0;2.0;-0.5975585427117419;-3.482;0.0;0.0;1.2;;0;0.0;0.0;0.0;0.0;0.0;0;0.8;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.0;;;
Maul, Starhopper;Minion;red;5.0;5.0;5.0;0.024000000000000007;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;;;0.9;;;;;;;;;;;;;;
Overwhelming Power;Spell;red;1.0;;;0.0;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Paper Frog;Minion;red;2.0;1.0;2.0;-0.03707645715467137;-0.35;0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;1.2;0.0;0.0;0.4;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Radiant Banisher;Minion;red;3.0;2.0;2.0;-0.13997673008786451;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Red Sunset;Spell;red;5.0;;;0.7416666666666666;0.0;-0.0;2.85;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;1.6;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Reinforcements of the Army;Spell;red;2.0;;;0.8000000000000002;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Scorching Sun;Spell;red;2.0;;;1.2;0.0;-0.0;0.0;0.0;0.0;0;0.0;4.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
See Red;Spell;red;1.0;;;-1.2000000000000002;0.0;-0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.0;;;
Siege;Spell;red;4.0;;;0.24000000000000005;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;1.2;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Siege Titan;Minion;red;2.0;1.0;1.0;0.0592937332031637;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Spirit Armour;Spell;red;1.0;;;1.35;0.0;-0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Tiger Spirit Totem;Spell;red;2.0;;;0.11666666666666654;0.0;-0.0;2.85;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;-3.0;;;
Trishula, Threefold Sovereign;Minion;red;9.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;0.9;;;;;;;;;;;;;;
Upwind;Quest;red;3.0;;;0.22500000000000003;0.0;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.8;;;0.75;;;;;;;;;;;;;;
Valorous Commander;Minion;red;4.0;3.0;3.0;0.3555762399218982;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;1.0;0.4;0.0;0.0;;;;;;;;;;;;;;;;;;
Vessel of Forsaken Riches;Spell;red;0.0;;;1.35;0.0;-0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Vino, Blackfeather Ascendant;Minion;red;1.0;0.0;1.0;-0.13994352303040128;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Visions from the Void;Spell;red;3.0;;;0.5359437912434101;0.0;-0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.644;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wildfire;Spell;red;2.0;;;0.6666666666666666;0.0;-0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wolf Spirit Totem;Spell;red;2.0;;;0.16666666666666666;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Zorc, Archfiend Overlord;Minion;red;6.0;4.0;5.0;-0.045097498417937136;-1.46;0.0;4.065;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;-3.0;;;
